rank,id,title,title_en,authors,artists,tags,publication_demographic,status,year,content_rating,original_language,follows,rating_average,rating_bayesian,comments_replies_count,related_count,related
18,a1c7c817-4e59-43b7-9365-09675a149a6f,One Piece,One Piece,Oda Eiichirou (尾田栄一郎),Oda Eiichirou (尾田栄一郎),Award Winning; Sci-Fi; Monsters; Action; Animals; Comedy; Adventure; Gore; Drama; Fantasy,shounen,ongoing,1997.0,suggestive,ja,139981,9.5625,9.554027642920238,278,79,"[{""id"": ""00538a07-ca8f-4b45-a913-932da57b3edc"", ""relation"": ""doujinshi"", ""title"": ""Bakunyuu Heroine no Harem Rakuen""}, {""id"": ""064cbe11-3f80-4ba1-b6a5-6f3e3d8fe3e0"", ""relation"": ""doujinshi"", ""title"": ""One Piece - Forest Mission (Doujinshi)""}, {""id"": ""077c2ea6-864e-4064-b83d-976b060c5a7d"", ""relation"": ""doujinshi"", ""title"": ""One Piece - Momojitatei ni Youkoso!! (Doujinshi)""}, {""id"": ""0cb42e24-2aba-4681-be4c-d2f0073fbc99"", ""relation"": ""doujinshi"", ""title"": ""CHOP STICK""}, {""id"": ""0eac77f3-de44-4185-94c4-3b3b06c6e86e"", ""relation"": ""doujinshi"", ""title"": ""One Piece - One Piece CG Shuu NamiRobi (Doujinshi) (CG)""}, {""id"": ""10f0cbf6-eb3a-43d0-8a8d-8b9c1a2604af"", ""relation"": ""doujinshi"", ""title"": ""One Piece - Strange Qualia (Doujinshi)""}, {""id"": ""11d5210f-412c-4654-b479-5f457404589c"", ""relation"": ""doujinshi"", ""title"": ""One Piece - Pirate Girls at the Bar (Doujinshi)""}, {""id"": ""13596834-6c99-4e61-a001-edfbaebe9dc5"", ""relation"": ""doujinshi"", ""title"": ""One Piece - Sweet Tongue (Doujinshi)""}, {""id"": ""17534d03-859c-47f2-8f36-0f11f8199ee5"", ""relation"": ""doujinshi"", ""title"": ""One Piece - AP the Best (Doujinshi)""}, {""id"": ""177e8c50-e0d7-4960-af18-470ec925f356"", ""relation"": ""doujinshi"", ""title"": ""Gintama & One Piece - Ore Parco (Doujinshi)""}, {""id"": ""1c6f277b-d8d4-48ef-a492-87daaef9bd41"", ""relation"": ""doujinshi"", ""title"": ""One Piece - 00 (Doujinshi)""}, {""id"": ""2cddb9f7-8b27-4116-b0cb-1283306a7144"", ""relation"": ""doujinshi"", ""title"": ""One Piece - Futanari Pirates! (Doujinshi)""}, {""id"": ""3e80185a-416e-496f-94a3-423efec8cd50"", ""relation"": ""doujinshi"", ""title"": ""One Piece - Damn Summer (Doujinshi)""}, {""id"": ""3fed8e2c-e44d-4c16-b3b0-2e79b0505e02"", ""relation"": ""doujinshi"", ""title"": ""One Piece - Onna Ninja no Dokidoki Hatsu Ninmu (Doujinshi)""}, {""id"": ""41a6670c-2eb9-4d15-b41a-c7153e3e5625"", ""relation"": ""doujinshi"", ""title"": ""One Piece - Sentou Pakopako Biyori (Doujinshi)""}, {""id"": ""43ee1d1a-0885-421b-9a30-7aa184a9dc15"", ""relation"": ""doujinshi"", ""title"": ""One Piece - Nami Saga (Doujinshi) (Fan Colored)""}, {""id"": ""470ac1ec-c3dd-4dc2-9e5d-0104600ed1a5"", ""relation"": ""side_story"", ""title"": ""One Piece: Ace’s Story—The Manga""}, {""id"": ""487f1f04-75f3-4a2e-a4af-76e615e32585"", ""relation"": ""side_story"", ""title"": ""One Piece Omake""}, {""id"": ""4f3f6c04-4a55-42a0-a6da-23b4362f9bfd"", ""relation"": ""doujinshi"", ""title"": ""One Piece - 33-307 (Doujinshi)""}, {""id"": ""51e9d8b6-72e7-4202-84a2-5d2dfe107057"", ""relation"": ""doujinshi"", ""title"": ""One Piece - Uta Youshouki to Ecchi (Doujinshi)""}, {""id"": ""555d06d1-e3d7-4c77-922a-5cb893e19611"", ""relation"": ""doujinshi"", ""title"": ""One Piece - Aquatic Angel (Doujinshi)""}, {""id"": ""5790818b-3088-429b-8dc9-26344d06226b"", ""relation"": ""doujinshi"", ""title"": ""One Piece - Rakuen Onna Kaizoku (Doujinshi)""}, {""id"": ""5798b983-2cf3-4858-82aa-51de8e642ecf"", ""relation"": ""doujinshi"", ""title"": ""One Piece - A chance with Nami (Doujinshi)""}, {""id"": ""593ba05f-b575-4bfe-9534-d8562c87f490"", ""relation"": ""doujinshi"", ""title"": ""One Piece - PIRATES A TO Z (Doujinshi)""}, {""id"": ""5d5eab11-c930-4d2f-a669-d9108b4ac7a0"", ""relation"": ""spin_off"", ""title"": ""Shokugeki no Sanji""}, {""id"": ""65f2e1a9-9a34-4123-a080-b3f34746e4a8"", ""relation"": ""doujinshi"", ""title"": ""One Piece - Johnny & Yosaku Uncanon Adventures (Doujinshi)""}, {""id"": ""6755aa01-76e2-4e33-b21b-cf9b80165de8"", ""relation"": ""doujinshi"", ""title"": ""One Piece - Koijikara Kazaguruma (Doujinshi)""}, {""id"": ""6c6236b0-0fd7-4926-8a1a-cc346a6627e3"", ""relation"": ""spin_off"", ""title"": ""Dragon Ball X One Piece - Cross Epoch""}, {""id"": ""6db2750d-dd46-4f1b-b607-8700a7536e1e"", ""relation"": ""doujinshi"", ""title"": ""Seike Clone's Gate - One Piece Doujin Anthology""}, {""id"": ""70d0fcee-a0ae-400b-ba61-431a1e5a4bb3"", ""relation"": ""doujinshi"", ""title"": ""One Piece - S-Snake escapes with Luffy (Doujinshi)""}, {""id"": ""74412a83-fd35-4814-b684-49bbb1643fa9"", ""relation"": ""doujinshi"", ""title"": ""One Piece - Nami Saga (Doujinshi)""}, {""id"": ""77b55397-d621-462f-8c04-1f450b83fc0d"", ""relation"": ""doujinshi"", ""title"": null}, {""id"": ""799ca99d-9820-49e5-ac88-bfe31e2803f5"", ""relation"": ""side_story"", ""title"": null}, {""id"": ""7bd37661-c0b1-4166-87c1-7e633adb55ac"", ""relation"": ""spin_off"", ""title"": ""One Piece - Vivi no Bouken""}, {""id"": ""7d34c0b9-c3ed-44a5-8723-6a15cccf2266"", ""relation"": ""doujinshi"", ""title"": null}, {""id"": ""80970c99-a289-4e10-9dcc-33489a6fba0d"", ""relation"": ""doujinshi"", ""title"": ""One Piece - Momojitatei ni Youkoso!! Re (Doujinshi)""}, {""id"": ""81985e43-5363-44cc-b709-828599da5012"", ""relation"": ""doujinshi"", ""title"": ""One Piece - Mischief Voice (Doujinshi)""}, {""id"": ""826b1ca7-86c7-4d5f-8d20-b0c334bff310"", ""relation"": ""doujinshi"", ""title"": ""One Piece - Doujin Sakka Collection: Ketchup (Doujinshi)""}, {""id"": ""8c6ef855-b506-431b-8a69-a254bbea46cd"", ""relation"": ""doujinshi"", ""title"": ""One Piece - Rapunzel (doujinshi)""}, {""id"": ""8e159ba5-56fe-4680-ae9a-4aa9504902f3"", ""relation"": ""doujinshi"", ""title"": ""One Piece - One Gold Piece for Sex (Doujinshi)""}, {""id"": ""8ee0dcd7-a898-49e6-b083-7aa42ebe1bb0"", ""relation"": ""doujinshi"", ""title"": ""One Piece - Midarezaki Joshuu Kaizoku (Doujinshi)""}, {""id"": ""8f8c4f0e-93f5-433e-ba13-017746b485ec"", ""relation"": ""doujinshi"", ""title"": ""Jump All Stars Battle (Doujinshi)""}, {""id"": ""8fe239cd-668a-428d-8735-ad85aa486ed5"", ""relation"": ""doujinshi"", ""title"": ""One Piece: The World After The War""}, {""id"": ""9154c1da-feef-49d1-b903-e07531a005f2"", ""relation"": ""doujinshi"", ""title"": ""One Piece - Trafalgar Clinic (Doujinshi)""}, {""id"": ""9175d86a-0646-41df-9ed7-97b8a36429ca"", ""relation"": ""spin_off"", ""title"": ""Chopperman""}, {""id"": ""9b33e6ab-2970-426a-b749-e10d5271fe51"", ""relation"": ""spin_off"", ""title"": ""One Piece The Movie - Dead End no Bouken""}, {""id"": ""a0b49136-9f4d-46d4-b5dd-d5393e015009"", ""relation"": ""spin_off"", ""title"": ""One Piece Party""}, {""id"": ""a14176d9-9832-43d2-b98a-f16fa4e82021"", ""relation"": ""doujinshi"", ""title"": ""Jump Super Stars""}, {""id"": ""a5ab3b40-3fc0-40f4-9b45-afb14f90325f"", ""relation"": ""doujinshi"", ""title"": ""One Piece - EROMANCE DAWN (Doujinshi) (Fan Colored)""}, {""id"": ""a6ebb201-97e2-4b96-b6b9-46b9ec0d354e"", ""relation"": ""doujinshi"", ""title"": ""One Piece - EROMANCE DAWN (Doujinshi)""}, {""id"": ""aab94c3a-34b4-4051-84ff-7ba9cbab0da8"", ""relation"": ""spin_off"", ""title"": ""One Piece x Toriko: Taste of the Devil Fruit""}, {""id"": ""b19e23fa-f03e-4698-b5bd-b42cab873d29"", ""relation"": ""doujinshi"", ""title"": ""One Piece - Bakunyuu Hebihime-sama wa Yokkyuu Fuman (Doujinshi) (CG)""}, {""id"": ""b6c6aeea-a2c8-427b-9458-a39fab2a3ae2"", ""relation"": ""doujinshi"", ""title"": ""One Piece - Onami's Test (Doujinshi)""}, {""id"": ""b70113a5-32a3-44e8-a28f-0e88392808ba"", ""relation"": ""adapted_from"", ""title"": ""One Piece Academy""}, {""id"": ""b70113a5-32a3-44e8-a28f-0e88392808ba"", ""relation"": ""spin_off"", ""title"": ""One Piece Academy""}, {""id"": ""b809433a-ab87-4dea-844e-75facdd6e731"", ""relation"": ""doujinshi"", ""title"": ""One Piece - Die for Me (Doujinshi)""}, {""id"": ""b8574838-2a52-4bc9-988a-7fb1ed2cc81b"", ""relation"": ""doujinshi"", ""title"": ""One Piece - How to Kiss (Doujinshi)""}, {""id"": ""b97d2f75-eef7-4476-b1a6-1264effe21c2"", ""relation"": ""doujinshi"", ""title"": ""One Piece - Much Ado About Nothing (Doujinshi)""}, {""id"": ""bb57f9b9-a5d3-4491-a1e4-042611212753"", ""relation"": ""doujinshi"", ""title"": ""One Piece - Flan Napolitano One Piece (Doujinshi)""}, {""id"": ""c60563d3-15b7-42c2-a0f2-e130b106d7aa"", ""relation"": ""side_story"", ""title"": ""Snake-chan no Taisetsu na Koto""}, {""id"": ""c9ab9a2a-415e-47d8-bc03-0268ee46a57e"", ""relation"": ""doujinshi"", ""title"": ""One Piece - Historic Grammar (Doujinshi)""}, {""id"": ""ca04d204-875f-48bb-8eec-622b7ecd5cfa"", ""relation"": ""doujinshi"", ""title"": ""One Piece - Return to Innocence (Doujinshi)""}, {""id"": ""cc76b063-dc2f-446f-b3eb-be3b56c1b8d6"", ""relation"": ""spin_off"", ""title"": ""Wanted!""}, {""id"": ""d3ee87c2-40d5-4ab7-9167-430eb83d3710"", ""relation"": ""doujinshi"", ""title"": ""One Piece - Caesar Salad Ontama Nose (Doujinshi)""}, {""id"": ""d521d5e5-8cb2-4006-85cc-4f8f19a02fb8"", ""relation"": ""doujinshi"", ""title"": ""One Piece - Sanji, Yoji, Goji (Doujinshi)""}, {""id"": ""d6422b61-76f0-4935-b0d0-84faaf7a63ef"", ""relation"": ""doujinshi"", ""title"": ""One Piece - Under Bar (Doujinshi)""}, {""id"": ""d9d2e606-ca85-47a0-a288-04db5dc48432"", ""relation"": ""doujinshi"", ""title"": ""One Piece - ONEPAIS (Doujinshi) (CG)""}, {""id"": ""da7f638f-8f76-402b-a0a9-75539c085436"", ""relation"": ""doujinshi"", ""title"": ""One Piece - Omakebon WEB Ban (Doujinshi)""}, {""id"": ""db826054-0c1d-4a88-b70e-a65ce5970403"", ""relation"": ""doujinshi"", ""title"": ""One Piece - Abura Shoukami Tsukane No.05 140000000 (Doujinshi)""}, {""id"": ""dc68edde-1497-4d59-940a-dd3170f752bf"", ""relation"": ""doujinshi"", ""title"": ""One Piece - REDLEVEL11 (Doujinshi)""}, {""id"": ""f1abab1f-1282-4561-94f6-66d078a79e54"", ""relation"": ""doujinshi"", ""title"": null}, {""id"": ""f1b82cf6-86f7-4639-aaa6-0f75bbeca0c0"", ""relation"": ""doujinshi"", ""title"": ""One Piece - Ii Nami Yumekibun (Doujinshi)""}, {""id"": ""f4ae29d1-8f3c-4ab2-af1d-a416337fafc3"", ""relation"": ""doujinshi"", ""title"": ""One Piece - Metabolism-H Moto Dorei Kaizoku Jotei Hancock no Hanayome Shiyugyou (Doujinshi)""}, {""id"": ""f71e01a5-3f81-48b9-8fc6-4960878101fa"", ""relation"": ""doujinshi"", ""title"": ""One Piece - Two Piece: Nami vs Arlong (Doujinshi)""}, {""id"": ""fa3211cf-e8c7-48c4-8d61-68680bdcf447"", ""relation"": ""doujinshi"", ""title"": ""One Piece - Onna Kaizoku ga Himitsu no Settai (Doujinshi)""}, {""id"": ""fc4eccf5-5fe6-49de-b12c-4124fcea4e16"", ""relation"": ""alternate_version"", ""title"": ""ROMANCE DAWN""}, {""id"": ""fcb5111f-be88-4f5a-b456-22135f3eda49"", ""relation"": ""prequel"", ""title"": ""ONE PIECE STRONG WORLD""}, {""id"": ""fcb5111f-be88-4f5a-b456-22135f3eda49"", ""relation"": ""spin_off"", ""title"": ""ONE PIECE STRONG WORLD""}, {""id"": ""fcffdecb-2324-481a-9f41-960dec67e02f"", ""relation"": ""alternate_version"", ""title"": ""Chin Piece""}]"
19,151bca3e-db98-4ad2-8d8d-239943b91437,Yǒu Shòu Yān,Fabulous Beasts,靴下猫腰子,靴下猫腰子,Animals; Long Strip; Comedy; Fantasy; Slice of Life; Supernatural; Tragedy,,ongoing,2017.0,safe,zh,5512,9.666,9.548047796777368,43,5,"[{""id"": ""206b25a1-f7c2-4234-84d0-732f9317740d"", ""relation"": ""spin_off"", ""title"": ""Yǒu Shòu Xìhuà""}, {""id"": ""254876c1-1acb-48d1-a610-084387cf300a"", ""relation"": ""shared_universe"", ""title"": ""Schrödinger's Sheep""}, {""id"": ""42629cfc-527c-41b8-8336-58af877f5c9a"", ""relation"": ""shared_universe"", ""title"": ""All Saints Street""}, {""id"": ""5f0d09f9-e99d-49c1-89b6-57242dcb2c21"", ""relation"": ""shared_universe"", ""title"": ""Gǒu Yǔ Yú Zhī Zòu""}, {""id"": ""67f7d17a-d448-411d-ab6a-5649b3ebe7f0"", ""relation"": ""shared_universe"", ""title"": ""Fei Ren Zai""}]"
20,8516915a-51a2-44e0-a915-aff325216a26,Otonari no Tenshi-sama ni Itsunomanika Dame Ningen ni Sareteita Ken: after the rain,The Angel Next Door Spoils Me Rotten: After the Rain,Saeki-san,Puyo,Romance; Comedy; School Life; Slice of Life; Adaptation,shounen,ongoing,2023.0,safe,ja,26741,9.6094,9.544626443452879,21,1,"[{""id"": ""2fec6641-beb1-4ae9-a32f-204dd06688ac"", ""relation"": ""main_story"", ""title"": ""Otonari no Tenshi-sama ni Itsunomanika Dame Ningen ni Sareteita Ken""}]"
21,df9be021-ff37-419e-ba6e-dda3e28eb763,Kono Oto Tomare!,Stop at This Sound!,Sakura Amyuu,Sakura Amyuu,Drama; School Life; Slice of Life; Music,shounen,ongoing,2012.0,safe,ja,33375,9.5888,9.54265533255934,173,0,[]
22,bb8310e4-6050-4a43-984e-f7bbdfce23b1,Kokou no Hito,The Climber,Sakamoto Shinichi,Sakamoto Shinichi,Award Winning; Psychological; Romance; Sports; Philosophical; Drama,seinen,completed,2007.0,suggestive,ja,40054,9.5703,9.5408647995361,73,0,[]
23,b0b721ff-c388-4486-aa0f-c2b0bb321512,Sousou no Frieren,Frieren: Beyond Journey's End,Yamada Kanehito,Abe Tsukasa,Award Winning; Monsters; Demons; Adventure; Magic; Drama; Fantasy; Slice of Life,shounen,hiatus,2020.0,safe,ja,200954,9.5466,9.54068771801895,1348,21,"[{""id"": ""03f3f742-e2da-4f3c-b057-0bb9da6757ee"", ""relation"": ""doujinshi"", ""title"": ""Sousou no Frieren - Gaku Paro na Shutaferu (Doujinshi)""}, {""id"": ""11180e45-12ba-47e4-a985-cb88c217195b"", ""relation"": ""doujinshi"", ""title"": ""Frieren ni Warui Koto o Suru Hanashi""}, {""id"": ""140458f7-be02-424b-98ac-1aa0cd9f45f9"", ""relation"": ""doujinshi"", ""title"": ""Dakuon""}, {""id"": ""1d55e985-8379-41bc-aeca-acd069bcadd0"", ""relation"": ""doujinshi"", ""title"": ""Sousou no Frieren -  Fern ga Ookiku Naru Ohanashi (Doujinshi)""}, {""id"": ""1e46de27-70a0-4aca-8192-b5a3c589ddfd"", ""relation"": ""doujinshi"", ""title"": ""Sousou no Frieren - Kudaranai Nichijou (Doujinshi)""}, {""id"": ""2062949e-2ff0-402b-9919-e35084208be6"", ""relation"": ""doujinshi"", ""title"": ""Frieren: Beyond Journey’s End - Frieren and a Slightly Unusual Mimic (Doujinshi)""}, {""id"": ""48e38031-2e40-43ad-9766-09fe9864e388"", ""relation"": ""doujinshi"", ""title"": ""Sousou no Frieren - Chinchin ga Ookiku Naru Mahou (Doujinshi)""}, {""id"": ""5d938a16-b45b-4922-b77e-7ccf8dbf38b4"", ""relation"": ""doujinshi"", ""title"": null}, {""id"": ""72819479-d7c8-4e92-b62b-e58e9c8b4421"", ""relation"": ""doujinshi"", ""title"": null}, {""id"": ""81335419-9d87-4a01-a1ea-de6348f19b38"", ""relation"": ""doujinshi"", ""title"": ""Frieren: Beyond Journey’s End - Spellbound Fern (Doujinshi)""}, {""id"": ""829d5943-a4eb-47e3-9dce-ef2d6c519e12"", ""relation"": ""doujinshi"", ""title"": ""Frieren: Beyond Journey’s End - Fern’s Christmas Present (Doujinshi)""}, {""id"": ""8af7e88b-2586-4a89-a6ab-16028c821b1a"", ""relation"": ""doujinshi"", ""title"": ""Frieren: Beyond Journey’s End - Ordinary Lust Magic Slootrak (Doujinshi)""}, {""id"": ""8edc81f2-bb70-4100-9df7-2552a14e5d75"", ""relation"": ""doujinshi"", ""title"": ""Sousou no Frieren - kmtakpk's Frieren Koma (Doujinshi)""}, {""id"": ""9906dfa8-52c9-40ac-8eef-1099a85c8611"", ""relation"": ""spin_off"", ""title"": ""Sousou no Frieren Anthology: Kotonaru Tabi o Tanoshimu Mahou""}, {""id"": ""a3f81ae7-31b1-4319-9d4c-47d387c8b23e"", ""relation"": ""doujinshi"", ""title"": ""Sousou no Frieren - Kuon no Ai - Mirrored Lotus (Doujinshi)""}, {""id"": ""b256dd98-1e69-4348-af24-8df8ddad6db2"", ""relation"": ""doujinshi"", ""title"": ""Frieren: Beyond Journey’s End - Zero★Tact! Boy & Girl (Doujinshi)""}, {""id"": ""b5097dd6-a42f-4dba-b281-0609378e939f"", ""relation"": ""doujinshi"", ""title"": ""Frieren: Beyond Journey’s End - Frieren and a Slightly Unusual Mimic (Doujinshi) (Fan Colored)""}, {""id"": ""d1e038c4-d931-4525-9b1b-b943e2a7d7e1"", ""relation"": ""doujinshi"", ""title"": ""Frieren Cinnamoroll Kamigata""}, {""id"": ""e5afc3bc-c054-4b71-a182-a7e5ae9a4417"", ""relation"": ""doujinshi"", ""title"": ""Hokuto no Ken & Sousou no Frieren - Gouken no Frieren (Doujinshi)""}, {""id"": ""ee794d7d-322e-450f-bff3-1f52ded9a039"", ""relation"": ""doujinshi"", ""title"": ""Sousou no Frieren - Poinpoin no Frieren (Doujinshi)""}, {""id"": ""f90624a8-7964-44da-bd33-78a4c748ef6e"", ""relation"": ""doujinshi"", ""title"": null}]"
24,85b3504c-62e8-49e7-9a81-fb64a3f51def,Houkago Kitaku Biyori,Walking Home with You,Matsuda Mai,Matsuda Mai,Romance; Comedy; School Life; Slice of Life,seinen,ongoing,2023.0,safe,ja,62378,9.5631,9.54054391418337,99,0,[]
25,f7888782-0727-49b0-95ec-a3530c70f83b,Hajime no Ippo,Hajime no Ippo: Fighting Spirit!,Morikawa George,Morikawa George,Award Winning; Action; Comedy; Sports; Martial Arts; Philosophical; Drama,shounen,ongoing,1989.0,safe,ja,38054,9.575,9.536464052973253,112,2,"[{""id"": ""207cbe9b-29a7-4499-8228-7f335615b496"", ""relation"": ""alternate_version"", ""title"": ""Hajime no Ippo - Revolution""}, {""id"": ""67bfd1a8-1492-4a05-b169-45f6d4de6e7a"", ""relation"": ""prequel"", ""title"": ""Hajime no Ippo Gaiden - Naniwa no Tora""}]"
26,1693697a-783c-4d3c-a2d3-dc069e137a23,Jib-i Eobs-eo,I Have No Home,Wanan,Wanan,Award Winning; Ghosts; Long Strip; Comedy; Drama; School Life; Web Comic; Slice of Life; Full Color,,completed,2018.0,safe,ko,10424,9.6108,9.536060854943914,265,0,[]
27,9d3d3403-1a87-4737-9803-bc3d99db1424,Ki ni Natteru Hito ga Otoko ja Nakatta,The Guy She Was Interested in Wasn't a Guy at All,Arai Sumiko,Arai Sumiko,Award Winning; Romance; Girls' Love; School Life; Web Comic; Slice of Life; Music; Gyaru,,ongoing,2022.0,safe,ja,148812,9.5371,9.531382052533546,191,0,[]
28,b603c211-d1f9-4145-a2ac-04dcd5f06329,Sasaki to Miyano,Sasaki and Miyano,Harusono Shou,Harusono Shou,Romance; Comedy; Boys' Love; School Life; Slice of Life,,ongoing,2016.0,safe,ja,24960,9.5632,9.52476358948309,80,2,"[{""id"": ""2deb4d47-18a5-49ce-9c7c-24532064fc1b"", ""relation"": ""side_story"", ""title"": ""Sasaki to Miyano: Koushiki Anthology Comic""}, {""id"": ""d0f286ac-9ecf-4472-a3d7-1009eb0199e2"", ""relation"": ""spin_off"", ""title"": ""Hirano to Kagiura""}]"
29,cade38b7-64c4-4a29-8e3c-8c283291d6c6,Houseki no Kuni,Land of the Lustrous,Ichikawa Haruko,Ichikawa Haruko,Award Winning; Reincarnation; Sci-Fi; Action; Psychological; Adventure; Post-Apocalyptic; Philosophical; Drama; Fantasy; Slice of Life; Mystery; Tragedy,seinen,completed,2012.0,safe,ja,54373,9.5471,9.523728622043963,354,0,[]
